"ID","x","y","dist","time","day","tod"
1,70.6094622452686,-49.6073687463654,0.0807923484403976,2014-02-11 10:34:58,42,10.5666666666667
1,70.8290811067749,-50.0828650735496,0.134555554627548,2014-02-11 20:10:58,42,20.1666666666667
1,70.9002947408576,-50.3283545671591,0.161405650869038,2014-02-12 05:46:58,43,5.76666666666667
1,70.8576591889658,-50.5474583900422,0.182865056351377,2014-02-12 15:22:58,43,15.3666666666667
1,70.637917105815,-50.9052857941711,0.216809446738739,2014-02-13 00:58:58,44,0.966666666666667
1,70.4847958594508,-50.9966576953652,0.224790445220915,2014-02-13 10:34:58,44,10.5666666666667
1,70.5251735395743,-51.2459070599758,0.252623040025766,2014-02-13 20:10:58,44,20.1666666666667
1,70.5413819852283,-51.4750240809419,0.278002147274038,2014-02-14 05:46:58,45,5.76666666666667
1,70.2588902272862,-51.6129711092546,0.291240315638239,2014-02-14 15:22:58,45,15.3666666666667
1,70.1090799653051,-51.8895736049819,0.321525370087688,2014-02-15 00:58:58,46,0.966666666666667
1,69.9204345893207,-52.1722056323215,0.35292518376965,2014-02-15 10:34:58,46,10.5666666666667
1,69.6663140915917,-52.4180500137849,0.380964963135832,2014-02-15 20:10:58,46,20.1666666666667
1,69.5140627550607,-52.7985430507478,0.423955199045034,2014-02-16 05:46:58,47,5.76666666666667
1,69.3175554059164,-53.0469367451914,0.452753265269003,2014-02-16 15:22:58,47,15.3666666666667
1,68.9538885184395,-53.3498513001021,0.489415431051296,2014-02-17 00:58:58,48,0.966666666666667
1,68.7915613417182,-53.5828105322047,0.516759785578194,2014-02-17 10:34:58,48,10.5666666666667
1,68.556527289826,-53.8967340197592,0.55393183931469,2014-02-17 20:10:58,48,20.1666666666667
1,68.3246079890031,-54.1075513164479,0.579978703452459,2014-02-18 05:46:58,49,5.76666666666667
1,67.94058696006,-54.3667795529232,0.613799954465444,2014-02-18 15:22:58,49,15.3666666666667
1,67.5257682727416,-54.6722384682183,0.653649326733239,2014-02-19 00:58:58,50,0.966666666666667
1,67.2548846521801,-54.9833061255957,0.691797169105996,2014-02-19 10:34:58,50,10.5666666666667
1,66.8902483901455,-55.2571767848143,0.727889821765991,2014-02-19 20:10:58,50,20.1666666666667
1,66.3968451073937,-55.5588406446673,0.769873421418555,2014-02-20 05:46:58,51,5.76666666666667
1,66.0930875537194,-55.916287289776,0.813821103336439,2014-02-20 15:22:58,51,15.3666666666667
1,65.6602055195598,-56.2790115945313,0.861208160416537,2014-02-21 00:58:58,52,0.966666666666667
1,65.2056794831016,-56.6563143592673,0.910692260872773,2014-02-21 10:34:58,52,10.5666666666667
1,64.8976768039185,-57.0258132184532,0.955909886874101,2014-02-21 20:10:58,52,20.1666666666667
1,64.3754633883686,-57.3000650026191,0.996592287717305,2014-02-22 05:46:58,53,5.76666666666667
1,64.0005961426256,-57.6442923474892,1.04082242863255,2014-02-22 15:22:58,53,15.3666666666667
1,63.4838644281837,-58.030414559328,1.09284863678738,2014-02-23 00:58:58,54,0.966666666666667
1,63.0389251427643,-58.3890621004892,1.14024736080613,2014-02-23 10:34:58,54,10.5666666666667
1,62.534304072248,-58.7450625791218,1.18891548021062,2014-02-23 20:10:58,54,20.1666666666667
1,62.1178961516655,-59.0078691386408,1.22601318965815,2014-02-24 05:46:58,55,5.76666666666667
1,61.7057931221416,-59.2937926384823,1.26525277834387,2014-02-24 15:22:58,55,15.3666666666667
1,61.0997880361745,-59.5836702814514,1.31025066563388,2014-02-25 00:58:58,56,0.966666666666667
1,60.7827024305794,-59.952728835668,1.35477295411443,2014-02-25 10:34:58,56,10.5666666666667
1,60.2064457922474,-60.2128026762879,1.39601343050819,2014-02-25 20:10:58,56,20.1666666666667
1,59.7052398079359,-60.4269022757837,1.43081130088879,2014-02-26 05:46:58,57,5.76666666666667
1,59.2455256478365,-60.5651769564969,1.45734235929388,2014-02-26 15:22:58,57,15.3666666666667
1,58.7817855465261,-60.8506153702775,1.49781135776974,2014-02-27 00:58:58,58,0.966666666666667
1,58.3093757792805,-61.0855264216971,1.53378125855929,2014-02-27 10:34:58,58,10.5666666666667
1,57.9015047407889,-61.3456203902497,1.57007320497511,2014-02-27 20:10:58,58,20.1666666666667
1,57.4863373850678,-61.6073103864051,1.6066427058844,2014-02-28 05:46:58,59,5.76666666666667
1,57.032124969842,-61.8741463312573,1.64477234091273,2014-02-28 15:22:58,59,15.3666666666667
1,56.4724334161155,-62.2502622243,1.69589184501347,2014-03-01 00:58:58,60,0.966666666666667
1,56.0860449536223,-62.5054383134903,1.73065294919658,2014-03-01 10:34:58,60,10.5666666666667
1,55.6342498908228,-62.8781598417817,1.77783492199027,2014-03-01 20:10:58,60,20.1666666666667
1,55.2232352683247,-63.1086511314585,1.81087929192838,2014-03-02 05:46:58,61,5.76666666666667
1,54.7268071776489,-63.3352652479876,1.84608050794088,2014-03-02 15:22:58,61,15.3666666666667
1,54.1505344380369,-63.4886014397603,1.87722824745311,2014-03-03 00:58:58,62,0.966666666666667
1,53.7027741272928,-63.6824122710649,1.90797567227263,2014-03-03 10:34:58,62,10.5666666666667
1,53.3463268061344,-63.7536604619933,1.92523957804448,2014-03-03 20:10:58,62,20.1666666666667
1,52.8720762597244,-63.8504152428105,1.94846392182026,2014-03-04 05:46:58,63,5.76666666666667
1,52.4429024796338,-63.9498686561477,1.97056279893824,2014-03-04 15:22:58,63,15.3666666666667
1,51.9457122726258,-64.1983998744711,2.00739075425177,2014-03-05 00:58:58,64,0.966666666666667
1,51.2245564431516,-64.3856869792518,2.04619614755211,2014-03-05 10:34:58,64,10.5666666666667
1,50.542978525117,-64.4614829612995,2.07467654848866,2014-03-05 20:10:58,64,20.1666666666667
1,49.8186109230014,-64.6679818402242,2.11531123378021,2014-03-06 05:46:58,65,5.76666666666667
1,49.0867677793222,-64.8207519400008,2.15191973208502,2014-03-06 15:22:58,65,15.3666666666667
1,48.5123571520761,-64.9665446233317,2.18271550361361,2014-03-07 00:58:58,66,0.966666666666667
1,47.7063196662842,-65.1411583776315,2.22361365713466,2014-03-07 10:34:58,66,10.5666666666667
1,46.9202934342231,-65.2445786585888,2.25852663090556,2014-03-07 20:10:58,66,20.1666666666667
1,46.2673051566463,-65.4991339235866,2.3000873817318,2014-03-08 05:46:58,67,5.76666666666667
1,45.6315170632097,-65.6950524085368,2.33654309048456,2014-03-08 15:22:58,67,15.3666666666667
1,45.2507269514648,-65.8162976614075,2.35859387835563,2014-03-09 00:58:58,68,0.966666666666667
1,44.7348527014233,-65.9597873945618,2.38689237926109,2014-03-09 10:34:58,68,10.5666666666667
1,44.2216682619956,-66.1542636451892,2.41863089404838,2014-03-09 20:10:58,68,20.1666666666667
1,43.6182287553073,-66.4559791328878,2.46088569088151,2014-03-10 05:46:58,69,5.76666666666667
1,42.9176163591751,-66.6669673464088,2.49987419934901,2014-03-10 15:22:58,69,15.3666666666667
1,42.3757041720939,-66.860224777262,2.53195833511873,2014-03-11 00:58:58,70,0.966666666666667
1,41.7292636141919,-67.0806084409998,2.56932567219675,2014-03-11 10:34:58,70,10.5666666666667
1,41.0775755736959,-67.1831356491331,2.59877923035153,2014-03-11 20:10:58,70,20.1666666666667
1,40.5685156052102,-67.3459412847525,2.62723332944067,2014-03-12 05:46:58,71,5.76666666666667
1,39.7714314593852,-67.4349165435421,2.66079692009043,2014-03-12 15:22:58,71,15.3666666666667
1,39.566532831855,-67.4114649622219,2.66648020209689,2014-03-13 00:58:58,72,0.966666666666667
1,39.0090826548121,-67.5401002520035,2.69424871581426,2014-03-13 10:34:58,72,10.5666666666667
1,38.8502140146242,-67.5829296401359,2.7025328805971,2014-03-13 20:10:58,72,20.1666666666667
1,38.699968731481,-67.6085607607499,2.7094284251639,2014-03-14 05:46:58,73,5.76666666666667
1,38.8220133715499,-67.5679128027776,2.70258524857701,2014-03-14 15:22:58,73,15.3666666666667
1,38.9195300151259,-67.6067373117725,2.70159201936707,2014-03-15 00:58:58,74,0.966666666666667
1,38.822127038039,-67.6857402811388,2.70997948720421,2014-03-15 10:34:58,74,10.5666666666667
1,38.6295087939396,-67.6602634312686,2.71513741828523,2014-03-15 20:10:58,74,20.1666666666667
1,38.6023335972784,-67.6484572946524,2.71535661296556,2014-03-16 05:46:58,75,5.76666666666667
1,38.6376965999611,-67.6151406645453,2.71203366636376,2014-03-16 15:22:58,75,15.3666666666667
1,38.7079781741692,-67.6460142898472,2.71148833615146,2014-03-17 00:58:58,76,0.966666666666667
1,38.6531294091807,-67.6591300997778,2.71423631477098,2014-03-17 10:34:58,76,10.5666666666667
1,38.8007398302529,-67.6760398876296,2.71011774526027,2014-03-17 20:10:58,76,20.1666666666667
1,38.8640801812494,-67.7707848081078,2.71388546144713,2014-03-18 05:46:58,77,5.76666666666667
1,38.9058090279853,-67.7376555851909,2.7103361884256,2014-03-18 15:22:58,77,15.3666666666667
1,38.9571669720449,-67.8959336268908,2.71862294454336,2014-03-19 00:58:58,78,0.966666666666667
1,38.9743996094436,-67.9069687942964,2.7187351257223,2014-03-19 10:34:58,78,10.5666666666667
1,38.9554101620167,-68.0347444649707,2.72757788362156,2014-03-19 20:10:58,78,20.1666666666667
1,38.6384141933461,-68.1221648630565,2.74399372237908,2014-03-20 05:46:58,79,5.76666666666667
1,37.8779221516208,-68.0807837062442,2.76753685626212,2014-03-20 15:22:58,79,15.3666666666667
1,37.4726907636187,-68.040527174182,2.77916273873508,2014-03-21 00:58:58,80,0.966666666666667
1,37.3509028598531,-68.077210301872,2.78565299411005,2014-03-21 10:34:58,80,10.5666666666667
1,37.1949532309106,-68.0432306361978,2.78905510955021,2014-03-21 20:10:58,80,20.1666666666667
1,36.9220951801059,-67.9548680942808,2.79338258419105,2014-03-22 05:46:58,81,5.76666666666667
1,36.26118071653,-67.9882034520583,2.81885664216295,2014-03-22 15:22:58,81,15.3666666666667
1,35.7346448571006,-67.9971575298557,2.83823978243553,2014-03-23 00:58:58,82,0.966666666666667
1,35.1460363555983,-68.1181954843163,2.86624960004897,2014-03-23 10:34:58,82,10.5666666666667
1,34.3215804830883,-68.141732078547,2.89734657410157,2014-03-23 20:10:58,82,20.1666666666667
1,33.4319728454333,-68.1010397895156,2.92769981843439,2014-03-24 05:46:58,83,5.76666666666667
1,32.717509586702,-67.9407542045359,2.94602568918656,2014-03-24 15:22:58,83,15.3666666666667
1,32.4152025935173,-67.8036205064153,2.95061478857801,2014-03-25 00:58:58,84,0.966666666666667
1,32.5909439591967,-67.7275565039202,2.94021413977312,2014-03-25 10:34:58,84,10.5666666666667
1,32.9869655274178,-67.715843894863,2.92462055923459,2014-03-25 20:10:58,84,20.1666666666667
1,33.6847794555584,-67.5289464252535,2.88873919612169,2014-03-26 05:46:58,85,5.76666666666667
1,33.7785554543766,-67.6677747954526,2.89231689949825,2014-03-26 15:22:58,85,15.3666666666667
1,34.3559737400292,-67.5473515123508,2.86433044073384,2014-03-27 00:58:58,86,0.966666666666667
1,35.1300305497796,-67.4502419737303,2.83010047989268,2014-03-27 10:34:58,86,10.5666666666667
1,35.5893102992792,-67.3308519541006,2.80640069287511,2014-03-27 20:10:58,86,20.1666666666667
1,35.9197061874473,-67.207029983966,2.78720355076061,2014-03-28 05:46:58,87,5.76666666666667
1,36.1483993303151,-67.1722672726382,2.77668360448757,2014-03-28 15:22:58,87,15.3666666666667
1,36.0447766506262,-67.1743016514097,2.78069454009353,2014-03-29 00:58:58,88,0.966666666666667
1,36.1971062397259,-67.0756713275962,2.76950994442692,2014-03-29 10:34:58,88,10.5666666666667
1,36.0025024279747,-67.0366507902052,2.77474135178631,2014-03-29 20:10:58,88,20.1666666666667
1,35.9826793100646,-66.9959281525597,2.773275576737,2014-03-30 05:46:58,89,5.76666666666667
1,35.811987719812,-67.0367505743156,2.78199115700704,2014-03-30 15:22:58,89,15.3666666666667
1,35.9756645008807,-66.9805927302051,2.77270880502311,2014-03-31 00:58:58,90,0.966666666666667
1,36.317273366742,-67.0637330178526,2.76431059028788,2014-03-31 10:34:58,90,10.5666666666667
1,36.7162151715279,-67.1807563859226,2.75589702356296,2014-03-31 20:10:58,90,20.1666666666667
1,36.7541812912607,-67.2160195829468,2.75648485249562,2014-04-01 05:46:58,91,5.76666666666667
1,36.506624805493,-67.4191594535451,2.77720951851632,2014-04-01 15:22:58,91,15.3666666666667
1,36.6427351188373,-67.4416084793916,2.77348314757602,2014-04-02 00:58:58,92,0.966666666666667
1,36.6723426865295,-67.4470861606747,2.77270998154119,2014-04-02 10:34:58,92,10.5666666666667
1,36.7582193517817,-67.4783409668657,2.7713607707577,2014-04-02 20:10:58,92,20.1666666666667
1,36.752183778839,-67.4339069469912,2.7690219952768,2014-04-03 05:46:58,93,5.76666666666667
1,36.8706629444187,-67.4143811525788,2.76354944226685,2014-04-03 15:22:58,93,15.3666666666667
1,36.7739250468817,-67.4584956957406,2.76964113290402,2014-04-04 00:58:58,94,0.966666666666667
1,36.7235787050424,-67.4625898967849,2.77172176438907,2014-04-04 10:34:58,94,10.5666666666667
1,36.7388318103958,-67.5213468475616,2.77455228639583,2014-04-04 20:10:58,94,20.1666666666667
1,36.7356654891068,-67.5107795577295,2.77405759006386,2014-04-05 05:46:58,95,5.76666666666667
1,36.3706677029886,-67.5800454065502,2.79137706524839,2014-04-05 15:22:58,95,15.3666666666667
1,35.6997331550297,-67.6668366129323,2.82086475911542,2014-04-06 00:58:58,96,0.966666666666667
1,35.150757431285,-67.8002916227144,2.84841441304403,2014-04-06 10:34:58,96,10.5666666666667
1,34.3152681280679,-67.8680148967478,2.88283499665637,2014-04-06 20:10:58,96,20.1666666666667
